title;rating;no_genres_listed;action;adventure;animation;children;comedy;fantasy;IMAX;romance;sci-Fi;western;crime;mystery;thriller;drama;horror;film-Noir;documentary;war;musical
My Family (1995);3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Murder in the First (1995);4,076923077;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Nobody's Fool (1994);3,785714286;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Nell (1994);3,3375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
New Jersey Drive (1995);3,666666667;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
New York Cop (Nyû Yôku no koppu) (1993);4,5;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Beyond Bedlam (1993);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
Nina Takes a Lover (1994);3;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Natural Born Killers (1994);3,233695652;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
Only You (1994);3,5625;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Once Were Warriors (1994);4,035714286;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
Poison Ivy II (1996);2,333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Outbreak (1995);3,425742574;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0
Léon: The Professional (a.k.a. The Professional) (Léon) (1994);4,018796992;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
Perez Family, The (1995);3;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Pyromaniac's Love Story, A (1995);3;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Pulp Fiction (1994);4,197068404;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0
Pushing Hands (Tui shou) (1992);2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Priest (1994);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Quiz Show (1994);3,518518519;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Picture Bride (Bijo photo) (1994);4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Queen Margot (Reine Margot, La) (1994);3,2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Quick and the Dead, The (1995);2,953125;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
Roommates (1995);3,666666667;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Ready to Wear (Pret-A-Porter) (1994);2,833333333;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Three Colors: Red (Trois couleurs: Rouge) (1994);4,21875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Three Colors: Blue (Trois couleurs: Bleu) (1993);3,895833333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Three Colors: White (Trzy kolory: Bialy) (1994);4,025;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Rent-a-Kid (1995);3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Relative Fear (1994);3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
Stuart Saves His Family (1995);1,444444444;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Swan Princess, The (1994);3,333333333;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Secret of Roan Inish, The (1994);3,75;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0
Specialist, The (1994);3,078947368;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Stargate (1994);3,375;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Santa Clause, The (1994);3,203703704;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0
Shawshank Redemption, The (1994);4,429022082;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
Shallow Grave (1994);3,6;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Suture (1993);3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
Strawberry and Chocolate (Fresa y chocolate) (1993);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Swimming with Sharks (1995);3,55;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Sum of Us, The (1994);4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
National Lampoon's Senior Trip (1995);2,5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
To Live (Huozhe) (1994);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Tank Girl (1995);2,823529412;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Tales from the Crypt Presents: Demon Knight (1995);3,15;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
Star Trek: Generations (1994);3,393518519;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
Tales from the Hood (1995);3;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
Tom & Viv (1994);3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Village of the Damned (1995);2,833333333;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
Tommy Boy (1995);3,78;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vanya on 42nd Street (1994);4,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Underneath (1995);3,5;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Walking Dead, The (1995);3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
What's Eating Gilbert Grape (1993);3,766233766;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Virtuosity (1995);2,842105263;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
While You Were Sleeping (1995);3,469387755;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
War, The (1994);3,4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
Double Happiness (1994);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Muriel's Wedding (1994);3,272727273;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Baby-Sitters Club, The (1995);2,9;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ace Ventura: Pet Detective (1994);3,040372671;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Adventures of Priscilla, Queen of the Desert, The (1994);3,597222222;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Backbeat (1993);3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
Bitter Moon (1992);3,5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0
Bullets Over Broadway (1994);3,583333333;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Clear and Present Danger (1994);3,604545455;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
Client, The (1994);3,385964912;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0
Corrina, Corrina (1994);3,176470588;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Crooklyn (1994);2,5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Crow, The (1994);3,609375;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0
Cobb (1994);3,333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Flintstones, The (1994);2,357142857;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Forrest Gump (1994);4,164133739;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0
Four Weddings and a Funeral (1994);3,519417476;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Higher Learning (1995);2,666666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
I Like It Like That (1994);3;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
I Love Trouble (1994);2,6875;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
It Could Happen to You (1994);3,058823529;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Jungle Book, The (1994);3,529411765;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Lion King, The (1994);3,941860465;0;0;1;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1
Little Buddha (1993);3,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994);2,916666667;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0
Mask, The (1994);3,184713376;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0
Maverick (1994);3,5;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Mrs. Parker and the Vicious Circle (1994);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Naked Gun 33 1/3: The Final Insult (1994);3,060344828;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Paper, The (1994);3,30952381;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Reality Bites (1994);2,761904762;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Red Rock West (1992);3,636363636;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Richie Rich (1994);2,2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
River Wild, The (1994);3,25;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Speed (1994);3,529239766;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
Speechless (1994);2,785714286;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Timecop (1994);2,5;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
True Lies (1994);3,497191011;0;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0
When a Man Loves a Woman (1994);3,818181818;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Wolf (1994);3,15625;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0
Wyatt Earp (1994);3,095238095;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Bad Company (1995);3,25;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
Man of No Importance, A (1994);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
S.F.W. (1994);3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Low Down Dirty Shame, A (1994);2,375;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Boys Life (1995);3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Colonel Chabert, Le (1994);4,5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0
Faster Pussycat! Kill! Kill! (1965);3,7;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
Jason's Lyric (1994);4,5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
Street Fighter (1994);2,5;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994);2,416666667;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Federal Hill (1994);3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
In the Mouth of Madness (1995);3,4375;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
8 Seconds (1994);3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Above the Rim (1994);2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
Addams Family Values (1993);3,101190476;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Age of Innocence, The (1993);3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Airheads (1994);2,788461538;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Air Up There, The (1994);2,333333333;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Another Stakeout (1993);2,53125;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Bad Girls (1994);2,5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Barcelona (1994);3,692307692;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Being Human (1993);3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Beverly Hillbillies, The (1993);2,675;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Beverly Hills Cop III (1994);2,720338983;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0
Black Beauty (1994);3,208333333;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Blink (1994);3,2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Blown Away (1994);2,85;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Blue Chips (1994);1,833333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Blue Sky (1994);3,75;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Body Snatchers (1993);3,142857143;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0
Boxing Helena (1993);2,541666667;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0
Bronx Tale, A (1993);3,722222222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Cabin Boy (1994);2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Calendar Girl (1993);3,75;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Carlito's Way (1993);3,738095238;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
City Slickers II: The Legend of Curly's Gold (1994);2,645454545;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Clean Slate (1994);2,75;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cliffhanger (1993);3,034653465;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Coneheads (1993);2,420634921;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Color of Night (1994);2,571428571;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Cops and Robbersons (1994);2,166666667;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cowboy Way, The (1994);2,714285714;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Dave (1993);3,546052632;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Dazed and Confused (1993);3,928571429;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Demolition Man (1993);3,092592593;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Even Cowgirls Get the Blues (1993);2,333333333;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Fatal Instinct (1993);3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Farewell My Concubine (Ba wang bie ji) (1993);3,833333333;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Fearless (1993);3,625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Fear of a Black Hat (1994);1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
With Honors (1994);3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Flesh and Bone (1993);4;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0
Widows' Peak (1994);3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
For Love or Money (1993);2,8;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Firm, The (1993);3,534653465;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Free Willy (1993);2,391891892;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Fresh (1994);3,75;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
Fugitive, The (1993);3,992105263;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Geronimo: An American Legend (1993);2,8;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Getaway, The (1994);2,25;0;1;1;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0
Getting Even with Dad (1994);2,666666667;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Go Fish (1994);2,75;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Hard Target (1993);2,9;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
Hot Shots! Part Deux (1993);2,866666667;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Live Nude Girls (1995);5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Englishman Who Went Up a Hill But Came Down a Mountain, The (1995);3,204545455;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
House of the Spirits, The (1993);3,4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
House Party 3 (1994);1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hudsucker Proxy, The (1994);3,55;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
I'll Do Anything (1994);2,583333333;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
In the Army Now (1994);1,857142857;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
In the Line of Fire (1993);3,692857143;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
In the Name of the Father (1993);4,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Inkwell, The (1994);1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
What's Love Got to Do with It? (1993);3,382352941;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
Jimmy Hollywood (1994);2,5;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0
Judgment Night (1993);2,25;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
Jurassic Park (1993);3,75;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
Kalifornia (1993);3,157894737;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Killing Zoe (1994);3,625;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
Lassie (1994);3;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Last Action Hero (1993);2,933962264;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Life with Mikey (1993);3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lightning Jack (1994);2,5;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
M. Butterfly (1993);3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Made in America (1993);2,863636364;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Malice (1993);3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Man Without a Face, The (1993);3,294117647;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Manhattan Murder Mystery (1993);3,75;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Menace II Society (1993);3,666666667;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
Executive Decision (1996);3,37804878;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
In the Realm of the Senses (Ai no corrida) (1976);5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
What Happened Was... (1994);5;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0
Much Ado About Nothing (1993);3,813953488;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Mr. Wonderful (1993);2,5;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Mrs. Doubtfire (1993);3,388888889;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Naked (1993);3,666666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Next Karate Kid, The (1994);2,366666667;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
No Escape (1994);3;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
North (1994);2,214285714;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Orlando (1992);4,5;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0
Perfect World, A (1993);3,384615385;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
Philadelphia (1993);3,613636364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Piano, The (1993);3,540983607;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Poetic Justice (1993);3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Program, The (1993);3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Puppet Masters, The (1994);3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
Radioland Murders (1994);3,375;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0
Ref, The (1994);3,416666667;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Remains of the Day, The (1993);3,604166667;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Renaissance Man (1994);3,055555556;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Rising Sun (1993);3,277777778;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
Road to Wellville, The (1994);2,375;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RoboCop 3 (1993);2,404761905;0;1;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0
Robin Hood: Men in Tights (1993);3,130434783;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Romeo Is Bleeding (1993);3,166666667;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
Romper Stomper (1992);3,285714286;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Ruby in Paradise (1993);3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Rudy (1993);3,485294118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Savage Nights (Nuits fauves, Les) (1992);4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Schindler's List (1993);4,225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
Scout, The (1994);2,333333333;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Searching for Bobby Fischer (1993);3,875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Secret Garden, The (1993);3,25;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Serial Mom (1994);3;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0
Shadow, The (1994);2,888888889;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
Shadowlands (1993);3,607142857;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Short Cuts (1993);3,266666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Simple Twist of Fate, A (1994);3,333333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Sirens (1994);3,166666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Six Degrees of Separation (1993);3,583333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Sleepless in Seattle (1993);3,471698113;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Sliver (1993);2,666666667;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Blade Runner (1982);4,100806452;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
Son in Law (1993);2,785714286;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0
So I Married an Axe Murderer (1993);3,317073171;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0
Striking Distance (1993);2,4375;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Super Mario Bros. (1993);2;0;1;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0
Surviving the Game (1994);3,25;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Terminal Velocity (1994);2,75;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Thirty-Two Short Films About Glenn Gould (1993);4,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
Threesome (1994);3,4;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Nightmare Before Christmas, The (1993);3,553763441;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
